,NWP,SP,AUS,IND,SWA,SEA,NEA,ARC,ACC,NEP,NWA
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.520300662878788,3.2003318584070795,6.6097265625,6.829565972222222,5.275380608974359,11.363427846934071,2.268196287661406,17.538975694444446,4.849635416666667,6.406514400946912,6.232632007601466
2,4.621839488636364,6.210167772861357,8.998333333333333,4.601614583333333,4.573737980769231,12.580593015214385,1.405611661585366,9.346267361111112,7.244965277777778,4.938158490786609,3.2537532238360254
3,1.130859375,3.8774244100294983,7.417864583333333,4.2633246527777775,3.587419871794872,7.589079068695252,0.9022835029591105,14.921202256944444,6.609334490740741,3.2333084915172505,3.04501153793946
4,1.1280776515151516,2.0873525073746313,3.2330338541666666,3.7503211805555554,1.9630208333333334,4.4941764638082065,0.5140322363701578,2.1184534143518516,2.9529050925925926,3.416874899536773,3.9543640559250712
5,2.762476325757576,5.508895648967552,3.2265364583333334,8.568168402777777,3.8021634615384614,5.988439372982942,4.3207813060437585,1.4343822337962964,5.332268518518519,6.410094545029445,5.464205239581919
6,4.102817234848485,4.717957227138643,6.6922395833333335,5.731276041666667,5.496955128205128,13.64208448593822,2.4925430976506453,4.7768373842592595,6.946631944444444,4.434921748279339,4.386290213112529
7,3.730089962121212,4.760591814159292,9.7253125,3.2021614583333333,3.802303685897436,8.468588635315815,1.5860467853299856,2.661762152777778,3.4589641203703705,4.273099235748835,3.9141848785122844
8,3.7935132575757575,6.627000368731563,7.479609375,5.737048611111111,3.094811698717949,3.6939459428307977,4.722569942611191,7.587847222222222,6.886915509259259,7.463489836774656,5.555422831546084
9,3.3442826704545454,3.4747234513274337,3.824010416666667,7.5289930555555555,5.989963942307693,7.224579299216229,0.896190705703013,13.996166087962964,3.9256076388888888,7.327122879312612,3.993565901995385
10,2.405078125,3.8639288348082594,5.7309375,4.0391232638888885,7.793209134615385,4.244320539419087,2.05420356214132,5.439163773148148,2.975347222222222,2.363348092294653,1.6890185964435998
11,1.51640625,3.6825589970501476,3.295598958333333,4.1729513888888885,4.066866987179488,10.71770112955279,0.6979810235832138,10.414800347222222,3.8577199074074073,2.9992839711834933,3.3240124881227096
12,3.643465909090909,5.301465707964602,4.220377604166667,5.470407986111111,4.903385416666667,10.069248501613647,2.3210626457137735,12.45150462962963,5.7177546296296295,4.123186182105124,6.170435726890186
13,5.8424005681818185,5.202783923303834,5.481197916666667,4.106657986111111,5.941446314102564,5.27242969110189,2.5113648336621233,9.128631365740741,3.2701504629629627,6.203279119722941,8.343341930229402
14,4.842530776515152,7.170851769911504,9.080846354166667,3.4290538194444444,3.3670472756410255,3.521991701244813,3.573498307478479,8.62164351851852,3.447355324074074,2.195899639063025,6.228994163160038
15,4.9064157196969695,2.981692477876106,4.699635416666666,4.64828125,5.959495192307692,6.120816044260028,4.412510928532999,6.543424479166666,5.286996527777778,2.1026697645872607,5.624921949233066
16,2.5048295454545455,2.8574391592920354,3.574427083333333,4.99734375,3.3876602564102565,6.48569041032734,2.559064517575323,3.9825086805555556,4.587436342592593,3.1062937471687637,12.43097597393783
17,3.4127604166666665,3.713495575221239,8.274192708333333,3.4634461805555556,6.417828525641026,12.42480693868142,3.7545726102941175,5.730099826388889,4.9732465277777775,0.7903350722604592,11.015040043436949
18,4.4464488636363635,4.235628687315634,8.355403645833333,4.131623263888889,4.683553685897436,11.46894306131858,2.454580456420373,19.981633391203705,4.803188657407407,3.667397308316163,7.65402470476449
19,3.6757339015151516,4.306517330383481,8.097122395833333,6.588081597222223,4.559655448717948,9.060906523743661,5.477617803981349,3.0797019675925927,6.64931712962963,3.857378750018266,10.949613139676938
20,6.471330492424243,4.239168510324483,7.2938671875,6.155043402777777,2.901582532051282,7.677123674504379,2.4440599219870878,4.591702835648148,3.2107118055555555,5.205076498180702,10.126510112664585
21,5.422123579545454,4.241445427728614,9.830247395833334,7.816414930555555,6.497455929487179,7.662863070539419,2.6690445099533715,3.8883680555555555,3.4674247685185184,6.620592404249412,8.081742907560743
22,6.246389678030303,5.021976401179941,3.4302734375,4.801675347222222,3.854266826923077,3.3559589672660213,1.7527988253228122,4.620949074074074,3.7968865740740743,4.926862770885392,7.9780914890728925
23,7.879876893939394,4.49855272861357,9.527955729166667,5.435173611111111,5.865885416666667,4.29247060857538,3.273084144099713,3.977922453703704,3.814415509259259,4.272675463592127,6.654323333785801
24,5.799940814393939,2.911891592920354,4.877630208333334,5.887604166666667,5.867147435897436,10.906267289073305,3.299011107873027,2.816630497685185,3.84234375,3.554805430128739,8.638360255192072
25,5.693986742424243,3.76469395280236,9.7183203125,6.964939236111111,3.1650841346153844,8.040655255878285,3.8408009774031564,12.813100405092593,1.5979340277777778,4.276620928499408,8.886412379530338
26,4.374064867424242,4.853438421828908,7.446940104166667,4.505755208333333,3.0146233974358974,3.426691447671738,3.6998660554160687,7.2199508101851855,2.73546875,2.1052708488594685,9.674087145378037
27,4.707646780303031,2.5774428466076698,8.634166666666667,6.496241319444445,1.6358373397435897,4.4031293222683265,4.687174385760402,5.938773148148148,1.410601851851852,3.1389242032352813,13.555667164381703
28,5.480385890151515,1.6355365044247787,4.738619791666666,4.531927083333334,1.6212339743589743,3.2804748732134623,3.811648695301291,6.309237557870371,2.7350810185185184,3.6148495608843687,4.228641237953034
29,2.646389678030303,1.463108407079646,4.3457421875,3.431380208333333,1.7407652243589744,3.015882895343476,6.44624450771162,4.369220196759259,3.1421875,1.0058889716949424,7.947631328899145
30,4.005906723484848,5.509872787610619,7.215703125,3.782204861111111,3.2900841346153844,6.8801060396496085,3.1696635132711624,1.9429615162037037,1.9820659722222222,4.025470167901451,7.559902266865753
31,3.6318063446969697,3.455051622418879,6.7208463541666665,6.260989583333333,3.865224358974359,9.657275818349468,3.922725744261119,2.80091869212963,2.3757175925925926,3.2898017038563268,5.663825166282069
32,3.058996212121212,4.2159937315634215,6.035091145833333,4.771223958333334,3.0630809294871795,7.126702973720608,3.4356768965208033,4.657139756944445,2.2072453703703703,2.8342466353952043,3.7418759332156917
33,3.0963423295454544,2.573110250737463,3.8754296875,2.9487152777777776,1.927724358974359,5.4269190871369295,3.2339922211262553,2.5575737847222224,2.105439814814815,1.661479110955241,4.7477127731776845
34,2.314441287878788,0.9042865044247788,2.5127604166666666,4.9012239583333335,3.693729967948718,3.7349498616874133,5.592134818866571,2.2831669560185186,1.8340914351851851,1.4814928470182513,5.148500067870232
35,2.356344696969697,2.1239306784660767,5.562669270833333,4.135373263888889,1.5079727564102565,3.345723835869064,2.197495404411765,1.5603370949074074,0.82109375,3.5856823462364646,8.911089995927787
36,2.211221590909091,1.9215800147492625,5.7534375,5.680112847222222,1.9995793269230768,4.5708909635776855,3.5810846709110473,1.1917317708333333,1.686892361111111,3.631230546666082,5.162237002850549
37,2.968986742424242,3.264896755162242,4.185677083333333,3.806579861111111,1.8811097756410255,3.370974527431996,3.5250529613522237,2.4830656828703703,2.6952141203703706,2.4863443075709086,3.515868060268766
